Username,Embedded_text,Likes,Retweets,Tweet URL
,"‘You’ve Got Six Years’: #JohnKerry Issues Cryptic Threat To Natural Gas Industry
conservativedailynews.com
‘You’ve Got Six Years’: John Kerry Issues Cryptic Threat To Natural Gas Industry | CDN
U.S. Special Presidential Envoy for Climate John Kerry issued a warning Thursday to the domestic natural gas industry, saying producers had a certain
1
1",1,1,https://twitter.com/rmitchellCDN/status/1517974352980979712
,"Worrisome Signals Suggest The Housing Market Bubble Is Ready To Burst
conservativedailynews.com
Worrisome Signals Suggest The Housing Market Bubble Is Ready To Burst | CDN
Housing prices exploded during the Covid-19 pandemic. Due to a mix of low-interest rates and limited availability in desired areas, people bid up the
1",1,,https://twitter.com/rmitchellCDN/status/1517974360656515072
,"Who Is Really In Charge At The White House?
conservativedailynews.com
Who Is Really In Charge At The White House? | CDN
Welcome to the season of everything losing ground, at least for Western Civ. Sore-beset with idiots and scoundrels running things, the West stumbles
1",1,,https://twitter.com/rmitchellCDN/status/1517985677408804864
,"Shrinkflation clearly got to that dudes dog...  and she knows it.
Chuck Ross
@ChuckRossDC
 · Apr 24
Show this thread
3
2",3,2,https://twitter.com/rmitchellCDN/status/1518012509541830656
,"President #JoeBiden’s Schedule for Saturday, April 23, 2022
conservativedailynews.com
President Joe Biden’s Schedule for Saturday, April 23, 2022 | CDN
Schedule Summary: President Joe Biden has no public events on his schedule and is resting quietly in Delaware... again. Please check back with CDN often
1",1,,https://twitter.com/rmitchellCDN/status/1517723700778336256
,"President #JoeBiden’s Schedule for Sunday, April 24, 2022
conservativedailynews.com
President Joe Biden’s Schedule for Sunday, April 24, 2022 | CDN
Schedule Summary: President Joe Biden has no public events on his schedule and is resting quietly in Delaware... again. Please check back with CDN
1",1,,https://twitter.com/rmitchellCDN/status/1518219723258810370
,"Growing Impatient With Durham Probe? You May Not Need To Wait Much Longer [Video]
conservativedailynews.com
Growing Impatient With Durham Probe? You May Not Need To Wait Much Longer [Video] | CDN
For many of us, it feels as if the investigation into the origins of the Russia Hoax by Justice Department Special Counsel John Durham has been going on
1",1,,https://twitter.com/rmitchellCDN/status/1518675347851546624
,"President Biden Welcomes the Tampa Bay Lightning to the White House – 4/25/22
conservativedailynews.com
President Biden Welcomes the Tampa Bay Lightning to the White House - 4/25/22 | CDN
President Biden Welcomes the Tampa Bay Lightning to the White House. The event is scheduled to begin at 2:00 p.m. EDT.
1",1,,https://twitter.com/rmitchellCDN/status/1518591167914381312
,"Biden Is Not Governing With “The Consent Of The Governed”, He’s Ruling And Mandating Against “The Will Of The People”
conservativedailynews.com
Biden Is Not Governing With “The Consent Of The Governed”, He’s Ruling And Mandating Against “The...
As all of the job approval ratings have shown lately, Americans don’t like you, Joey Biden, nor your dog, nor your wife, nor your druggie son. We
1",1,,https://twitter.com/rmitchellCDN/status/1518472009381859328
,"President #JoeBiden’s Schedule for Monday, April 25, 2022
conservativedailynews.com
President Joe Biden’s Schedule for Monday, April 25, 2022 | CDN
Schedule Summary: President Joe Biden will start his day at 11:30 AM on Monday when he will receive his daily briefing and then welcome Tampa's hockey
1",1,,https://twitter.com/rmitchellCDN/status/1518497050089848832
,"White House Press Briefing with #JenPsaki – 4/25/22
conservativedailynews.com
White House Press Briefing with Jen Psaki - 4/25/22 | CDN
White House Press Secretary Jen Psaki holds a briefing today. The briefing is scheduled to start at 3:00 p.m. EDT.
1",1,,https://twitter.com/rmitchellCDN/status/1518585633811271680
