UserName,Embedded_text,Likes,Retweets,Tweet URL
@EagleMacCassady,"Last one down, next one up.
6
5",,5,https://twitter.com/EagleMacCassady/status/1518268697848254466
@EagleMacCassady,"I'm here for my car repair appointment!
8
1
5",1,5,https://twitter.com/EagleMacCassady/status/1518268070938255361
@EagleMacCassady,"Last one guessed, this one is next...
10
2",,2,https://twitter.com/EagleMacCassady/status/1518273758905225218
@EagleMacCassady,"10
1
10",1,10,https://twitter.com/EagleMacCassady/status/1518268273657327620
@EagleMacCassady,"2
13
43",13,43,https://twitter.com/EagleMacCassady/status/1518269241912406016
@EagleMacCassady,"1
1
6",1,6,https://twitter.com/EagleMacCassady/status/1518268185526640640
@EagleMacCassady,5,,5,https://twitter.com/EagleMacCassady/status/1518268361053978625
@EagleMacCassady,"France decided that democracy is better than autocracy, now the United States needs to do the same in November...

#VoteBlueIn2022 #USDemocracy22 #VoteRedIfYouWantDemocracyDead
3
11",3,11,https://twitter.com/EagleMacCassady/status/1518586324877467648
@EagleMacCassady,"Gerrymandering, the electoral college, and the filibuster all need to be abolished!!!
1
8
37",8,37,https://twitter.com/EagleMacCassady/status/1518629424404512768
@EagleMacCassady,"And the rest of the MAGATURD Retrumicans that committed voter fraud!!
12
12",12,12,https://twitter.com/EagleMacCassady/status/1518637565888409600
@EagleMacCassady,"I honestly don't know what I am going to do with all the Government grants I have been authorized to get, interest rate reductions on credit cards that I don't have, cruises that I have been selected to win, or other ""too-good-to-be-true"" phone call scams I receive.
3
20",,20,https://twitter.com/EagleMacCassady/status/1518387055151230977
@EagleMacCassady,"Last one down, next one up...
5
6",,6,https://twitter.com/EagleMacCassady/status/1518393549057933313
@EagleMacCassady,"1
7",1,7,https://twitter.com/EagleMacCassady/status/1518599555457159172
@EagleMacCassady,"12
11",,11,https://twitter.com/EagleMacCassady/status/1518599291270574081
@EagleMacCassady,2,,2,https://twitter.com/EagleMacCassady/status/1518599145518415872
@EagleMacCassady,2,,2,https://twitter.com/EagleMacCassady/status/1518599006011768833
@EagleMacCassady,"Mammaries, Lit by the shadows of my lights.
6
1
13",1,13,https://twitter.com/EagleMacCassady/status/1518998187343814656
@EagleMacCassady,"Well, it's to see better stupid...
10
2
25",2,25,https://twitter.com/EagleMacCassady/status/1518999692180398080
@EagleMacCassady,"Now let's see if he keeps his word to make Twitter better (edit button, longer tweets) like cracking down on bots, fake accounts, foreign government-run misinformation, white-wing misinformation and lies, hate groups, white nationalist groups... etc.
1
10",,10,https://twitter.com/EagleMacCassady/status/1519000705771745280
@EagleMacCassady,"Last one down, next one up...
11
9",,9,https://twitter.com/EagleMacCassady/status/1519033632769388544
@EagleMacCassady,"Last one guessed, this one next...
4
1
5",1,5,https://twitter.com/EagleMacCassady/status/1519001589968740352
@EagleMacCassady,"You now have one more follower!
11",,11,https://twitter.com/EagleMacCassady/status/1519077316416217089
@EagleMacCassady,"7
17",7,17,https://twitter.com/EagleMacCassady/status/1519091798257381376
@EagleMacCassady,"1
7",1,7,https://twitter.com/EagleMacCassady/status/1518998376909619201
@EagleMacCassady,14,,14,https://twitter.com/EagleMacCassady/status/1519001352076238850
@EagleMacCassady,"Last one down, next one up... A really easy one...
8
1
14",1,14,https://twitter.com/EagleMacCassady/status/1519083304573714436
@EagleMacCassady,"I don't recall what I remember, because I can't remember what I don't recall...
9
28",9,28,https://twitter.com/EagleMacCassady/status/1519323444386713608
@EagleMacCassady,"It's raining conspiracies, culture wars, and lies!
4",,4,https://twitter.com/EagleMacCassady/status/1519322922539700224
@EagleMacCassady,"The Law-Breaking I am above the law GQP MAGATURD Retrumplicans will never stop, we need to vote EVERY GQP MAGATURD Retrumplican out of office before they kill us all!
abcnews4.com
Rep. Madison Cawthorn cited after TSA finds firearm in his bag, authorities confirm
CHARLOTTE, N. C. (WLOS) – Rep. Madison Cawthorn was cited for having a gun at Charlotte Douglas International Airport Tuesday morning, authorities confirm. Caption: Rep. Madison Cawthorn cited after...
2
4",2,4,https://twitter.com/EagleMacCassady/status/1519334692012675073
@EagleMacCassady,"Last one guessed, this one is next...
15
7",,7,https://twitter.com/EagleMacCassady/status/1519380969697988609
@EagleMacCassady,"1
7",1,7,https://twitter.com/EagleMacCassady/status/1519322036937670662
@EagleMacCassady,"1
2",1,2,https://twitter.com/EagleMacCassady/status/1519347320906821633
@EagleMacCassady,"1
3",,3,https://twitter.com/EagleMacCassady/status/1519347446048079876
@EagleMacCassady,"newyorker.com
Kevin McCarthy Amazed by Incredible New Invention Called Tape Recorder
“It’s the darnedest gizmo,” the congressman said. “You speak into it, and then it can play your voice back, clear as day. I can’t for the life of me figure out how it works.”
1
1",1,1,https://twitter.com/EagleMacCassady/status/1519328818007261184
@EagleMacCassady,"Last one guessed, this one is next...
6
3",,3,https://twitter.com/EagleMacCassady/status/1519347894914007046
@EagleMacCassady,"I have all and more tools and had the pleasure of using each and every one of these tools and could not have described the purpose of each tool better than this...
8
4
25",4,25,https://twitter.com/EagleMacCassady/status/1519475388468142080
@EagleMacCassady,"Just Because!!!
1
5",,5,https://twitter.com/EagleMacCassady/status/1519477005284261889
@EagleMacCassady,"The best cure for insomnia is to get a lot of sleep.
11",,11,https://twitter.com/EagleMacCassady/status/1519476510767390720
@EagleMacCassady,"What a way to get a kid to clean their room...
2
1
15",1,15,https://twitter.com/EagleMacCassady/status/1519477278081789952
@EagleMacCassady,"I just love all of this rain, my weeds are growing fantastic!!
4",,4,https://twitter.com/EagleMacCassady/status/1519476438851895296
@EagleMacCassady,"Cat in a nap, with an ear as a hat.
1
11",,11,https://twitter.com/EagleMacCassady/status/1519478193077501952
@EagleMacCassady,"I didn't plan on going for a run today but those cops came out of nowhere...
3
32",,32,https://twitter.com/EagleMacCassady/status/1519472301946900482
@EagleMacCassady,3,,3,https://twitter.com/EagleMacCassady/status/1519476575028273159
@EagleMacCassady,"Last one guessed, this one is next...
7
5",,5,https://twitter.com/EagleMacCassady/status/1520064153087533058
@EagleMacCassady,"How is it that our memory is good enough to retain the least triviality that happens to us, and yet not good enough to recollect how often we have told it to the same person?
19",,19,https://twitter.com/EagleMacCassady/status/1520076855474368514
@EagleMacCassady,"Nobody thinks they are smart, actually far from it, The MAGATURD Retrumplican Koup Kult Klan Terrorist Regime, from Traitor trump all the way down to the poorest MAGATURD are the dumbest humans to ever walk Planet Earth! https://youtu.be/y6u4OYoAxIM via 
@YouTube
youtube.com
Lawrence: Ron DeSantis Is $1 Billion Stupider Than We Thought
Florida Governor Ron DeSantis signed the biggest property tax increase ever when he signed a bill to repeal Disney’s special tax status last week. The distri...
4",,4,https://twitter.com/EagleMacCassady/status/1519927071849558018
