UserName,Embedded_text,Likes,Retweets,Tweet URL
@arham_fayyaz,"Ex selected Keh rha Hy me roos is lye gya tha ke Waha Sy petrol 20 diesel 30 aur gandum 20 % fesad Kam rate pe mil rhi thi mehengai khatam krne ke lye Aya tha
Ooo bae TU ne aty hi mehengai ki aur kattar 4 sal awam ki ma bhen ki 
Jis tarha phle waly krty thy
#امپورٹڈ_حکومت_نامنظور",,,https://twitter.com/arham_fayyaz/status/1517197177701175296
@arham_fayyaz,"کپتان کہتا ہے کبھی اس جماعت کو ووٹ نا دو جس کی جائیداد پاکستان سے باہر ہے
کپتان صاحب آپ ابھی شروعاتی دور میں ہیں آپ کی بھی جائیداد بننا شروع ہو چکی ہے۔
#LahoreJalsaPTI",,,https://twitter.com/arham_fayyaz/status/1517200345453428736
@arham_fayyaz,"27 لاکھ لاگت کے طیارے سے کراچی آنے والا کپتان لاہور میں جا کر کہہ رہا ہے میں نے سب سے کم خرچے کئے بحیثیت وزیراعظم۔
 #LahoreJalsa
2",,,https://twitter.com/arham_fayyaz/status/1517198800439640064
@arham_fayyaz,"کپتان ہم آپ کی یہ بات ہمیشہ یاد رکھیں گے کے آپ کو ووٹ دیں یا نا دیں لیکن ان لوٹوں کو کبھی نہیں دینگے۔
ویسے آپ کب لوٹے بنیں گے؟
#LahoreJalsa",,,https://twitter.com/arham_fayyaz/status/1517201311804313600
@arham_fayyaz,"کپتان خود عدالت سے اسٹے آرڈر لے کر وزیراعظم منتخب ہوئے تھے اپنا نہیں بتا رہے
#LahoreJalsa",,,https://twitter.com/arham_fayyaz/status/1517202329950617600
@arham_fayyaz,"TU to bhains ka gobar na chore
Qadir Patel
@ILovePak_
 · Apr 20
جب وزیر اعظم ہاؤس کی بھینسیں بیچی تھی تب شک ہوگیا تھا یہ کوئی بڑی واردات کرے گا.",,,https://twitter.com/arham_fayyaz/status/1517110187642998785
@arham_fayyaz,"no compromise on Deen #شہادتِ_امیرالمومنین_امام_علیؑ
The following media includes potentially sensitive content. Change settings
View",,,https://twitter.com/arham_fayyaz/status/1517578442581106693
@arham_fayyaz,"ایک ایسا شخص جس نے 8 سال میں اسلام قبول کیا اور اسلام کے لئے حد پار کوششیں کی پھر بڑھاپے میں وہ ہزاروں صحابہ کو شہید ہوتا دیکھے اور پھر خود بھی ہو جائے۔
#شہادتِ_امیرالمومنین_امام_علیؑ
The following media includes potentially sensitive content. Change settings
View
1",,1,https://twitter.com/arham_fayyaz/status/1517575172395606019
@arham_fayyaz,"#شہادتِ_امیرالمومنین_امام_علیؑ
The following media includes potentially sensitive content. Change settings
View
1",,1,https://twitter.com/arham_fayyaz/status/1517573774706544641
@arham_fayyaz,"#شہادتِ_امیرالمومنین_امام_علیؑ
The following media includes potentially sensitive content. Change settings
View",,,https://twitter.com/arham_fayyaz/status/1517565494743937024
@arham_fayyaz,"Soog e Hussain nhi gham e Hussain 
#شہادتِ_امیرالمومنین_امام_علیؑ
The following media includes potentially sensitive content. Change settings
View",,,https://twitter.com/arham_fayyaz/status/1517578444493709316
@arham_fayyaz,"#شہادتِ_امیرالمومنین_امام_علیؑ
The following media includes potentially sensitive content. Change settings
View",,,https://twitter.com/arham_fayyaz/status/1517826593678405632
@arham_fayyaz,"Phr pory 4 sal langar khany ke fatwy kyu chal rhy thy
PTI
@PTIofficial
 · Apr 24
Public sentiments these days #MarchAgainstImportedGovt",,,https://twitter.com/arham_fayyaz/status/1518360360729853954
@arham_fayyaz,"#ليلة_القدر 
Kese methi methi batain kryn hr chiz  me change kr dia In molviyo ne
The following media includes potentially sensitive content. Change settings
View",,,https://twitter.com/arham_fayyaz/status/1518359646603468803
@arham_fayyaz,"Meri janu aysy khary rehny Sy Kuch ni huta
Hina Parvez Butt
@hinaparvezbutt
 · Apr 24
I stand in Solidarity with the people of Palestine ",,,https://twitter.com/arham_fayyaz/status/1518271825985536000
@arham_fayyaz,"#DuaZehra
The following media includes potentially sensitive content. Change settings
View
2",,2,https://twitter.com/arham_fayyaz/status/1518673290239356928
@arham_fayyaz,"#DuaZehra
The following media includes potentially sensitive content. Change settings
View
1",1,,https://twitter.com/arham_fayyaz/status/1518673383315197952
@arham_fayyaz,"#DuaZehra
The following media includes potentially sensitive content. Change settings
View
1",,,https://twitter.com/arham_fayyaz/status/1518673225819033603
@arham_fayyaz,"#DuaZehra
The following media includes potentially sensitive content. Change settings
View
1
1",,1,https://twitter.com/arham_fayyaz/status/1518673176460500992
@arham_fayyaz,"بھائی ان کو عقل نہیں تو چپ ہو جا
Ali
@ahadunahad___
 · Apr 25
Muslims: Shias are kuffar 

Shias & Liberals: noO yOu dOnT gET tO dEcLaRe aNyOnE kAfFiR. DoNt bE a sEcTaRiAn 

Shias a few moments later:
Show this thread",,,https://twitter.com/arham_fayyaz/status/1518695273391955972
@PakinAustralia,": ‘Al Rihla’ meaning ‘the journey’ is the official football for 
@FIFAcom
 #QatarWorldCup2022

 Did you Know

The official #Qatar2022 match ball is #MadeInPakistan.  
@PakinQatar
The following media includes potentially sensitive content. Change settings
View
1
1",,1,https://twitter.com/PakinAustralia/status/1516647718072221697
@PakinAustralia,"Versatile comedian #MoinAkhtar being remembered on 11th death anniversary. Moin Akhtar was born on December 24, 1950, and was considered as a comedian of extremely high standard in #Pakistan
@ForeignOfficePk
 @FMPublicDiploPK
 @Zhchaudhri
The following media includes potentially sensitive content. Change settings
View
1
2",1,2,https://twitter.com/PakinAustralia/status/1517353287842136064
@PakinAustralia,"#Pakistan observed the 84th death anniversary of Allama Muhammad #Iqbal, National Poet of Pakistan and one of the leading philosophers of the 20th century
Spokesperson MoFA
@ForeignOfficePk
 · Apr 21
Today, we @ForeignOfficePk and across #Pakistan observe the 84th death anniversary of Allama Muhammad #Iqbal, National Poet of Pakistan and one of the leading philosophers of the 20th century
Show this thread
1
2",1,2,https://twitter.com/PakinAustralia/status/1517301522312622081
@PakinAustralia,"Weekly Thursday Drop for #75thPayKuchKhaas 

We take you on a magnificent journey across the deserts in Pakistan ranging from the sweltering mirages of #Thar to the majestic heights of #Katpana . 

  

Have a look  . 

#PakistanAt75
Spokesperson MoFA
@ForeignOfficePk
 · Apr 21
Weekly Thursday Drop for #75thPayKuchKhaas 

We take you on a magnificent journey across the deserts in Pakistan ranging from the sweltering mirages of #Thar to the majestic heights of #Katpana . 

  

Have a look  . 

#PakistanAt75",,,https://twitter.com/PakinAustralia/status/1517301061077594112
@PakinAustralia,"Important Notice
The following media includes potentially sensitive content. Change settings
View
1
2",1,2,https://twitter.com/PakinAustralia/status/1517353015111741440
