user_id,user_screen_name,user_name,user_ location,user_description,Geo: ,coordinates,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,place,is_retweet
1500209679741378560,ShahidA740450,🆂🅷🅰🅷🅸🅳,"Dubai, United Arab Emirates","‏proud to be a Muslim,

love to read Quran Pak.......

Make a wish, Take a chance,And make a change…This is all about life.",,,2016-10-09 11:13:40+00:00,371,100,27093,False,2022-03-05 20:40:34+00:00,"RT @esrbillgic: He is saying something, look into his eyes, look at his innocent face
He wants to tell you something. . 
Feel..     
😭😭 #Pe…",,Twitter Web App,,False
1500209223300489219,MaythamNajm,Maytham Al Husseini,London ,“Surely silence can sometimes be the most eloquent reply.” Imam Ali (AS).,,,2012-10-20 14:48:26+00:00,3478,4951,164143,False,2022-03-05 20:38:46+00:00,"RT @malhilli: O Martyrs of #peshawar, please send our salaam to Aba Abdillah. For as we remember #hussain in the next few days, you will su…","['peshawar', 'hussain']",Twitter for iPhone,,False
1500208284779020288,aly_husein,Ali Hussain,Pakistan/Islamabad/Parachinar ,"#Journalist #Reporter @brecordernews Business Recorder| @ICFJ fellow| Haiderium Qalandram Mastam [Views personal, RTs # endorsement] 🇵🇰",,,2011-01-05 07:41:05+00:00,2158,855,15161,False,2022-03-05 20:35:02+00:00,"My hometown, #Parachinar, received 11 dead bodies of the #PeshawarAttack and many more are fighting for life at hospitals in Peshawar. Prayers for all those martyred and early recovery for those at the hospitals 🙏 https://t.co/CpX768n9jq","['Parachinar', 'PeshawarAttack']",Twitter for iPhone,,False
1500208106298822656,Hussainrzvi,Husain M Rizvi,,My Ideal: کیا کوئی جوان مرد ہے جو اس چبائے ہوے لقمہ(دنیا)کو اسکے اہل کیلے چھوڑ دے ۔                 Imam Ali (a.s)                    از نہج ا لبلاغہSermon 456-,,,2012-12-22 17:03:06+00:00,1447,4762,37630,False,2022-03-05 20:34:19+00:00,"RT @malhilli: O Martyrs of #peshawar, please send our salaam to Aba Abdillah. For as we remember #hussain in the next few days, you will su…","['peshawar', 'hussain']",Twitter for iPhone,,False
1500207346995187712,RazaAliKhan_,Hybrid Insafi,"Lahore, Pakistan","̶G̶u̶r̶g̶ ̶b̶a̶r̶a̶a̶n̶ ̶d̶e̶e̶d̶e̶h̶ 

RAK Dengue deedeh",,,2010-08-17 18:03:48+00:00,3152,624,26718,False,2022-03-05 20:31:18+00:00,RT @bilalfqi: Check out what the federal (dis) information minister said about  #PeshawarAttack coverage by Dawn. This is their basis for i…,['PeshawarAttack'],Twitter for Android,,False
1500205833916985345,standwithhusain,Standwithdignity,United States,"Stand with Dignity is a unique campaign, designed specifically for non-Muslims, that introduces the message of Imam Hussain",,,2015-04-22 20:59:07+00:00,81,85,187,False,2022-03-05 20:25:17+00:00,"Standwithdignity condemns the horrific attack at a Shia mosque in Peshawar killing at least 56 people and injuring dozens more.

The explosion occurred as worshippers gathered at the  mosque in Peshawar’s old city for Friday prayers

#Peshawar #PeshawarAttack #Shiagenocide https://t.co/ePrI5O3K4M",,Twitter for iPhone,,False
1500205572385390595,Ain_Seen_,AinSeen عین سین,,Bewildered at what the world is coming to محو حیرت ہوں کے دنیا کیا سے کیا ہو جائے گی,,,2011-02-17 14:11:24+00:00,3111,810,15954,False,2022-03-05 20:24:15+00:00,RT @bilalfqi: Check out what the federal (dis) information minister said about  #PeshawarAttack coverage by Dawn. This is their basis for i…,['PeshawarAttack'],Twitter for iPhone,,False
1500205158428463104,uzairsdad,Naushad Shafkat,Karachi-Pakistan,"Lawyer. Also write about politics, the law, poetry and more.",,,2008-04-26 17:42:37+00:00,5136,1270,53690,False,2022-03-05 20:22:36+00:00,RT @bilalfqi: Check out what the federal (dis) information minister said about  #PeshawarAttack coverage by Dawn. This is their basis for i…,['PeshawarAttack'],Twitter for Android,,False
1500204876135120898,MadieShiekh,Meem_Haay,"Islamabad, Pakistan",,,,2014-07-21 20:28:47+00:00,305,4399,27225,False,2022-03-05 20:21:29+00:00,RT @bilalfqi: Check out what the federal (dis) information minister said about  #PeshawarAttack coverage by Dawn. This is their basis for i…,['PeshawarAttack'],Twitter for Android,,False
1500204857285877763,imtiazg95753041,imtiazgul,,Social worker#.Health Activist# chaerman local zakaat commety#ppp https://t.co/3rOqqETJNl,,,2022-02-07 11:08:50+00:00,131,310,7479,False,2022-03-05 20:21:25+00:00,RT @bilalfqi: Check out what the federal (dis) information minister said about  #PeshawarAttack coverage by Dawn. This is their basis for i…,['PeshawarAttack'],Twitter for Android,,False
1500204780777619459,Akbar_notezai,Akbar Notezai,"Quetta-Lahore, Pakistan",Journalist at Dawn newspaper,,,2012-01-21 13:56:08+00:00,3217,144,40,False,2022-03-05 20:21:06+00:00,RT @bilalfqi: Check out what the federal (dis) information minister said about  #PeshawarAttack coverage by Dawn. This is their basis for i…,['PeshawarAttack'],Twitter for Android,,False
