user_id,user_screen_name,user_name,user_ location,user_description,Geo: ,coordinates,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,place,is_retweet
1500083426111946755,Sahdevbhaivela1,Sahdevbhaivelabhaipatel Sahdevbhaivelabhaipstel,,,,,2022-02-25 02:50:22+00:00,8,6,210,False,2022-03-05 12:18:53+00:00,"RT @Minal_Pande: Shocked!to know about the passing away of great Aus cricketer,Bye for ever,He literally inspired generations with his magi…",,Twitter for Android,,False
1500083426031849473,tigpies3,Tigers05,From NSW  on loan to Vic ,"Wests Tigers, Melbourne City, Sydney Swans Sydney 6ers",,,2014-12-06 08:03:17+00:00,219,91,8256,False,2022-03-05 12:18:53+00:00,"Well the day is almost done,,, I was hoping I had misheard or it was a dream, unfortunately it seems to be true,,, the great shame warne is gone RIP #ShaneWarne https://t.co/iUtbVatCFO",,Twitter for iPhone,,False
1500083425453166595,TilluSalman,STillu,United Kingdom,,,,2016-10-31 01:14:52+00:00,63,1159,21407,False,2022-03-05 12:18:53+00:00,"RT @CricksLab: Rest in peace, one and only Shane Warne!

#CricksLab #CricketTwitter #PAKvsAUS #ShaneWarne #Shane #Australia https://t.co/N1…","['CricksLab', 'CricketTwitter', 'PAKvsAUS', 'ShaneWarne', 'Shane', 'Australia']",Twitter for iPhone,,False
1500083424803307522,Osman_malik5,Malik Usman,cacotopia,In search of Jinnah's Pakistan,,,2018-06-06 12:50:30+00:00,404,391,38579,False,2022-03-05 12:18:53+00:00,"RT @CricksLab: Rest in peace, one and only Shane Warne!

#CricksLab #CricketTwitter #PAKvsAUS #ShaneWarne #Shane #Australia https://t.co/N1…",,Twitter for Android,,False
1500083407111569410,Stu_Court,Stuart Court,Coventry,A Moth flies into a Pediatrist's office...,,,2010-01-11 01:33:26+00:00,1000,2149,57114,False,2022-03-05 12:18:49+00:00,"RT @FoxCricket: 'He was magic' 🌟

Isa Guha delivers an emotional few words on Warnie 😢

📺 Watch the #ShaneWarne tribute on @Foxtel CH501 or…",['ShaneWarne'],Twitter for Android,,False
1500083406893289474,ManishK65275644,Manish Kumar Gupta,"Uttar Pradesh, India",B. tech Civil Engineering...BTC...TET .......🚶....... 👣,,,2020-05-20 07:05:16+00:00,288,625,33371,False,2022-03-05 12:18:49+00:00,RT @isaguha: Heartbroken 💔 the best times of my life have been talking cricket with this bloke. The true rockstar of cricket. Will miss you…,,Twitter for Android,,False
1500083404800348161,airani_13111978,Armin Irani,,Female,,,2014-08-19 13:46:57+00:00,396,1011,65623,False,2022-03-05 12:18:48+00:00,"RT @TheQuint: Players from across the world shared their tributes for #ShaneWarne and #RodneyMarsh, as nations taking the field for #cricke…","['ShaneWarne', 'RodneyMarsh']",Twitter Web App,,False
1500083395321163776,Samantha_fanboy,CSK,"Hyderabad, India","No Hatred !! MSDIAN💛 CSK 

Corona attacks if you don't follow back 😷👿",,,2020-08-29 12:01:42+00:00,2950,2924,13162,False,2022-03-05 12:18:46+00:00,RT @henrygayle: RIP LEGEND 🙏🏿 😞 #ShaneWarne,['ShaneWarne'],Twitter for Android,,False
1500083386198622216,Thenu04754586,Honey,,,,,2020-12-22 16:49:12+00:00,4,160,4231,False,2022-03-05 12:18:44+00:00,RT @harbhajan_singh: Well done @imjadeja brilliant 100 keep going .. ( rockstar )the name was given to him by greatest ever @ShaneWarne @BC…,,Twitter for Android,,False
1500083374433648643,mustaaandaaaaa,Gujjar🇵🇰🇺🇸🇨🇦,,,,,2022-01-12 16:12:52+00:00,3,34,151,False,2022-03-05 12:18:41+00:00,RT @babarazam258: Find it hard to believe. Such a devastating loss for the cricket world. He literally inspired generations with his magica…,,Twitter for iPhone,,False
1500083365650866178,FaisalA75928158,Faisal Abbasi,"Rawalpindi, Pakistan","Kashmiri, 
Lecturer at Read Foundation College Dhirkot Azad Jamu & Kashmir.
Cricket Fan.",,,2017-06-27 10:16:03+00:00,931,2520,35977,False,2022-03-05 12:18:39+00:00,RT @farveezmaharoof: Emotional last 24 hours with the passing away of spin king #ShaneWarne 💔 Paying a tribute to him with @rashidkhan_19 d…,['ShaneWarne'],Twitter for Android,,False
1500083354649055232,idra_khan,S$idra KHAN,,,,,2022-03-04 01:20:52+00:00,1,30,64,False,2022-03-05 12:18:36+00:00,"RT @cricketnext: Remembering the King: The Joy of Watching Shane Warne Bowl and Listening to Him Was Spectacular

#ShaneWarne #RIPKing 

✍️…","['ShaneWarne', 'RIPKing']",Twitter for Android,,False
1500083331572117507,BDHerren,B,West,"Lover of food, bev, sports, and m'ladies",,,2009-08-10 02:13:06+00:00,212,353,34900,False,2022-03-05 12:18:31+00:00,@Mama_Funkins @ShaneWarne Boosters probably didn’t help either.,,Tweetbot for iΟS,,False
1500083330465034242,DillipK55447258,Dillip Kumar Barik,,,,,2020-07-27 15:08:03+00:00,36,12,3516,False,2022-03-05 12:18:30+00:00,RT @achyuta_samanta: At loss of words to hear about the demise of our cricketing legend Shane Warne. The greatest spin wizard to have ever…,,Twitter for Android,,False
1500083313322565632,neha60175934,neha manpreet,,Desh se pyar hai aur humesha rahega🇮🇳🇮🇳,,,2021-06-05 20:44:12+00:00,61,31,3515,False,2022-03-05 12:18:26+00:00,RT @GautamGambhir: Very few can match their attitude with raw talent. #ShaneWarne made bowling look like magic! RIP,['ShaneWarne'],Twitter for Android,,False
1500083307257954309,AlwaysPavan26,King MakeRRR 👑🔥 ᵐᵃˢˢᵐᵃᴿᶜʰ,,Fan of @AlwaysRamCharan | Fan Of THALA @msDhoni | And @ChennaiIPL 🔥| @ActorVijay ❤ Veriyan | @AnirudhOfficial 💕,,,2021-05-28 07:45:59+00:00,1592,1883,29050,False,2022-03-05 12:18:25+00:00,"RT @CSKFansArmy: Tribute to the legend #ShaneWarne ❤️

#WhistlePodu | @imjadeja https://t.co/2fLx9MfMz3","['ShaneWarne', 'WhistlePodu']",Twitter for Android,,False
1500083304099311616,VasanthGunipe,Vasanth Gunipe,,MSD...🔥,,,2021-08-02 08:35:45+00:00,3,20,475,False,2022-03-05 12:18:24+00:00,"RT @talkfootball_21: shane warne 💔

thank you for childhood memories with your leg spin including first #IPL campaign with #RajasthanRoyals…","['IPL', 'RajasthanRoyals']",Twitter for Android,,False
1500083301901824003,_badassbitch16,Akanksha¹ᴰ // AOT series finale 🌈🌸🍵💚💛⚓,"One Direction 🏡 , She/Her, 27","''ɪ ᴡᴏɴᴛ ʟᴇᴛ ʏᴏᴜ ɪɴ ᴀɢᴀɪɴ, ᴛʜᴀᴛ'ꜱ ᴛʜᴇ ʜᴀʀᴅᴇꜱᴛ ᴛʜɪɴɢ ɪ'ᴠᴇ ᴇᴠᴇʀ ꜱᴀɪᴅ ʏᴏᴜ ᴋɴᴏᴡ...''
(#ᴏᴛᴀᴋᴜ, #ᴅɪʀᴇᴄᴛɪᴏɴᴇʀ, #ᴘᴏᴛᴛᴇʀʜᴇᴀᴅ, #ᴛʀᴏʏᴇꜱɪᴠᴀɴ, #ʙᴛᴏʙ)",,,2012-07-21 10:20:45+00:00,1479,590,2435,False,2022-03-05 12:18:24+00:00,"RT @_offthemark_: @ShaneWarne Life is so unpredictable. Everyone who sees this tweet, please enjoy each and every moment of your life to th…",,Twitter for Android,,False
1500083285245894657,Neeraj_Jat__,Neeraj Choudhary,"Kekri, ajmer","Tweet my personal thoughts 👍.                          
                    team @Drvikasbjp ❤️",,,2020-07-02 11:21:42+00:00,951,382,15327,False,2022-03-05 12:18:20+00:00,RT @DrVikasBJP: Speechless to know about #ShaneWarne’s untimely passing. You could not have loved the game of cricket without being in comp…,['ShaneWarne'],Twitter for Android,,False
1500083273996939271,MisshPunjaban,Natasha Saleem,"Islamabad, Pakistan",Music Pop Entertainment Gaming Fashion & Beauty nd Pmln biggest supporter 😍😍,,,2017-07-16 11:53:38+00:00,3495,288,516979,False,2022-03-05 12:18:17+00:00,RT @KlasraRauf: My son was great fan of @ShaneWarne. I took him to Oval to watch Ind-Eng match(2011)as he wanted to shake hand with @sachin…,,Twitter for Android,,False
1500083270851039236,airani_13111978,Armin Irani,,Female,,,2014-08-19 13:46:57+00:00,396,1011,65623,False,2022-03-05 12:18:16+00:00,RT @TheQuint: The iconic Melbourne Cricket Ground's (#MCG) Great Southern Stand will be renamed after legendary spinner #ShaneWarne who pas…,"['MCG', 'ShaneWarne']",Twitter Web App,,False
1500083262823157763,meamit_kumar,Amit malviya,"Bhopal, India","From idea to empire.                                             
°MBBS°
Trading peace for pieces.",,,2010-07-19 12:30:01+00:00,183,435,901,False,2022-03-05 12:18:14+00:00,"I played the whole cricket of my life imitating this man 🙏
#ShaneWarne",['ShaneWarne'],Twitter for Android,,False
1500083239180025856,1000sWolfs,1000Wolf,BlueSky,"Pak Army (LIFE) PM.ImranKhan(LOVE)

🇨🇳🇵🇰🇹🇷🇵🇼🇦🇿🇷🇺

The Gladiator ⚔

 @gladiator1000PakWolf",,,2021-10-11 09:30:10+00:00,776,1076,11560,False,2022-03-05 12:18:09+00:00,RT @AmUsamaCh: Such a devastating loss for the cricket world. #ShaneWarne  he inspired generations with his magical leg spin. world'll fore…,['ShaneWarne'],Twitter for Android,,False
1500083210159546369,mustaaandaaaaa,Gujjar🇵🇰🇺🇸🇨🇦,,,,,2022-01-12 16:12:52+00:00,3,34,151,False,2022-03-05 12:18:02+00:00,RT @shani_official: #Peshawar and #shanewarne on the same day. 💔💔💔,"['Peshawar', 'shanewarne']",Twitter for iPhone,,False
1500083209279000577,farveezmaharoof,Farveez Maharoof,Sri Lanka,"Proud srilankan🇱🇰 Sportscaster , former pro 🏏 Always thankful🙏🏽 IG- @farveez , FB - https://t.co/8odvqlGwXD",,,2010-04-10 18:01:26+00:00,125171,55,8698,True,2022-03-05 12:18:01+00:00,Emotional last 24 hours with the passing away of spin king #ShaneWarne 💔 Paying a tribute to him with @rashidkhan_19 during a flash interview during the 2nd T20i @BCBtigers 🇧🇩 v @ACBofficials 🇦🇫 Emotional day to the entire cricket fraternity! #RIPShaneWarne https://t.co/M9wBO0o4Ls,['ShaneWarne'],Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x0000022F8183B370>, id='07d9dc6e09c83001', url='https://api.twitter.com/1.1/geo/id/07d9dc6e09c83001.json', place_type='poi', name='Sher-e-Bangla National Cricket Stadium', full_name='Sher-e-Bangla National Cricket Stadium', country_code='BD', country='Bangladesh', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022F8183B370>, type='Polygon', coordinates=[[[90.36357879638672, 23.80619562924477], [90.36357879638672, 23.80619562924477], [90.36357879638672, 23.80619562924477], [90.36357879638672, 23.80619562924477]]]), attributes={})",False
1500083208125247489,madhumita6,Dr. Madhumita,,"Former Tv presentr/RJ Writer,Poet,Blogger,Life SkillsCounsellor,Healer,wrk wid women/children, spreading Alzheimer awareness,animal lover,crazy,creative, foodie",,,2010-01-25 06:23:41+00:00,1093,671,91210,False,2022-03-05 12:18:01+00:00,"Please value each and every moment. Enjoy till it lasts bcz afterall life's unpredictable! 
#ShaneWarne https://t.co/YLWBZFZqWi",['ShaneWarne'],Twitter for Android,,False
1500083203020767232,airani_13111978,Armin Irani,,Female,,,2014-08-19 13:46:57+00:00,396,1011,65623,False,2022-03-05 12:18:00+00:00,"RT @timesofindia: #RIPShaneWarne 

Was privilege, pleasure to play alongside you: Steve Waugh condoles #ShaneWarne's demise

Read: https://…","['RIPShaneWarne', 'ShaneWarne']",Twitter Web App,,False
1500083196708663301,NaveenV14540448,Naveen VJ,,Thalapathy Veriyan,,,2021-02-10 12:28:13+00:00,75,448,31932,False,2022-03-05 12:17:58+00:00,"RT @RamCinemas: May His Soul Rest in Peace !!
#ShaneWarne https://t.co/cUp3lg4lHa",['ShaneWarne'],Twitter for Android,,False
1500083196666707971,CRICKROHITMAN,ROHITMAN,CRICKET LOK,,,,2020-08-27 07:43:27+00:00,16,10,970,False,2022-03-05 12:17:58+00:00,"RT @cricketnext: Shane Warne's Rockstar Ravindra Jadeja Slams 2nd Test Century, Fans Calls it Perfect Tribute to King of Spin
#RavindraJade…",,Twitter for Android,,False
1500083185593503751,mustaaandaaaaa,Gujjar🇵🇰🇺🇸🇨🇦,,,,,2022-01-12 16:12:52+00:00,3,34,151,False,2022-03-05 12:17:56+00:00,"RT @AbidAli_Real: Stunned and heartbroken!
A great ambassador of the game, a legend who inspired many around the globe 👏🏼 😭
 #ShaneWarne.#L…",['ShaneWarne'],Twitter for iPhone,,False
1500083169248301060,Abuzar__says,Abuzar Rehman,,‏اللہ نے انسان کے ہاتھ میں محنت اور کوشش رکھی ہے کامیابی وہ دیتا ہے۔۔۔۔۔عمران خان ✌,,,2018-12-15 11:13:59+00:00,440,992,55910,False,2022-03-05 12:17:52+00:00,RT @ShaziyaaMehmood: Can’t get over 💔 #ShaneWarne https://t.co/2tcApUuxNy,['ShaneWarne'],Twitter for Android,,False
1500083164617732097,mdparghi,ｍｏｎｔｕ ｐａｒｇｈｉ,"Thangadh, Gujarat","★Love to play Cricket
★Like to do Photography,
★Die-Hard Fan Of @iamsrk
★Wanderlust
★Proud to be an Indian",,,2011-01-18 09:16:39+00:00,113,245,9433,False,2022-03-05 12:17:51+00:00,"RT @HeatBBL: The King of Spin talking through his dismissal of @Bazmccullum on the mic, legendary👑 #GOAT𓃵 

RIP @ShaneWarne 💔 https://t.co/…",['GOAT𓃵'],Twitter for Android,,False
1500083155050500100,airani_13111978,Armin Irani,,Female,,,2014-08-19 13:46:57+00:00,396,1011,65623,False,2022-03-05 12:17:49+00:00,RT @NH_India: The cricketing world is reeling under the shock of losing one of its greatest players after legendary spinner #ShaneWarne pas…,['ShaneWarne'],Twitter Web App,,False
1500083151426961409,StevobeckR,GlenelgFan,,"Environment and animal lover, vegetarian, 🐯sports fan, Public Health Officer, There is no planet B 🌎 💚🌱🌴🌲",,,2013-02-20 04:29:26+00:00,591,707,64885,False,2022-03-05 12:17:48+00:00,"@ScottMorrisonMP @ShaneWarne He will always be the king of spin. 

You’ll always be scottt from marketing, trying to spin your way out of trouble. 

Call the election.",,Twitter for iPhone,,False
1500083139573858305,AlwaysPavan26,King MakeRRR 👑🔥 ᵐᵃˢˢᵐᵃᴿᶜʰ,,Fan of @AlwaysRamCharan | Fan Of THALA @msDhoni | And @ChennaiIPL 🔥| @ActorVijay ❤ Veriyan | @AnirudhOfficial 💕,,,2021-05-28 07:45:59+00:00,1592,1883,29050,False,2022-03-05 12:17:45+00:00,"RT @CSKFansArmy: Rockstar #ShaneWarne ❤️

#WhistlePodu | @imjadeja https://t.co/WJGXaFSW7c","['ShaneWarne', 'WhistlePodu']",Twitter for Android,,False
1500083139049369600,danruddock14,Danny Ruddock,"Dublin, Ireland","Thinker of many great tweets.. Writer of none.

Audience Editor @independent_ie",,,2011-01-21 18:32:15+00:00,346,1217,4639,False,2022-03-05 12:17:45+00:00,"RT @FoxCricket: 'He was magic' 🌟

Isa Guha delivers an emotional few words on Warnie 😢

📺 Watch the #ShaneWarne tribute on @Foxtel CH501 or…",['ShaneWarne'],Twitter for Android,,False
1500083129926950912,_IronManofIndia,Dr.sasi,Madurai Meenakshi Amman Temple,"Health and education achievements through FEMALE literacy.

Be confident at failure, world will stand in front of you.

a global citizen @UN",,,2021-06-18 10:39:36+00:00,10,147,390,False,2022-03-05 12:17:43+00:00,"Great tribute to @ShaneWarne talent spotting skills. He must be delighted to see @imjadeja score 175 not out. Don’t forget Warne was among the first to spot/nurture Jadeja’s talent at RR in 2008, called him a ‘rock star’. Warne led RR to  remarkable IPL triumph in 2008: #Jadeja",,Twitter for Android,,False
1500083120552304640,shivamdubeyco,Shivam Dubey,"Lucknow , IN ",RamBhakt | Entrepreneur | https://t.co/j3Y3P1FLEm : Lucknow health . Jai Hind 🇮🇳🙏.,,,2021-06-26 15:53:42+00:00,6,53,28,False,2022-03-05 12:17:40+00:00,"RT @DrRaghavMishra: Anguished by the passing away of The @ShaneWarne ❤🌺🙏 . My thoughts are with his family and friends. RIP.
#ShaneWarn #Cr…",['ShaneWarn'],Twitter for Android,,False
1500083111631396868,LokmatNewsEng,Lokmat Times,,,,,2019-11-14 07:15:25+00:00,350,1,1,False,2022-03-05 12:17:38+00:00,"#shanewarne #alanaking
Watch Video: Alana King gives fitting tribute to Shane Warne, video goes viral
Veteran Australian spinner Shane Warne died on Friday
https://t.co/UuOeb5uRJZ","['shanewarne', 'alanaking']",lokmatAutoPublisher,,False
1500083101132738562,VqcMb,EE VQC MB Nirmal,,,,,2020-09-24 09:39:28+00:00,239,142,5577,False,2022-03-05 12:17:36+00:00,"RT @KTRTRS: Shocking! My condolences; warne was one of the greatest leg spinners of cricket &amp; a legend 

Rest in peace #ShaneWarne",['ShaneWarne'],Twitter for Android,,False
1500083092777697282,filmibeat,FilmiBeat,Bengaluru,"https://t.co/m6wYnsseu6, your destination for Bollywood and Regional cinema news, gossip, movie reviews and box office reports.

Follow us : https://t.co/cgT3K80rRy",,,2011-01-20 12:22:42+00:00,33968,1035,4411,True,2022-03-05 12:17:34+00:00,"Cricket Legend Shane Warne Had A Whirlwind Romance With Elizabeth Hurley, Here Is All You Need To Know #elizabethhurley #shanewarne #relationship #ipl https://t.co/LuYv2EPqCv",,oneindia entertainment,,False
1500083071202127873,thudi_kavi,Thudish Kavishka🌟,Sri Lanka,-𝐌𝐫.𝐀𝐖𝐄𝐒𝐎𝐌𝐄 🌟-|-⚖-|-loyal boy😇with a dirty mind😈-|-student✏-|- #srilankan🇱🇰,,,2016-08-27 03:04:09+00:00,53,623,17617,False,2022-03-05 12:17:29+00:00,RT @ArjunaRanatunga: Rest In Peace @ShaneWarne https://t.co/JsGrLjacUO,,Twitter for Android,,False
1500083069813866496,jaago_hinduo916,शौर्य,,खुद जान जाओगे,,,2021-10-18 10:15:45+00:00,0,88,358,False,2022-03-05 12:17:28+00:00,RT @sophieelsworth: RIP Warney 😭😭 https://t.co/2ffPTITHvy #ShaneWarne #RIPKing,"['ShaneWarne', 'RIPKing']",Twitter for Android,,False
1500083063455641602,MrSunilSattawa1,सुनिल सत्तावन,"गांव - मौहलाई तह. सिकराय, दौसा",💯% follow back,,,2021-01-16 12:38:23+00:00,1595,1913,12636,False,2022-03-05 12:17:27+00:00,"RT @siju_moothedath: A Fitting Tribute To The Magician 🙏

#RIPKing #MCG #CricketAustralia #ShaneWarne #RIPWarne #warne https://t.co/7YQIrXA…","['RIPKing', 'MCG', 'CricketAustralia', 'ShaneWarne', 'RIPWarne', 'warne']",Twitter for Android,,False
1500083046975946753,LaurenNBaily,🇺🇦🏴󠁧󠁢󠁥󠁮󠁧󠁿 Lauren B 💙💛 •,"England, United Kingdom",Lauren 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧 • @ManUtd ⚽️🔴 • @England + @englandcricket ⚽️🏏🏴󠁧󠁢󠁥󠁮󠁧󠁿• @eagles 🏈💚 •,,,2009-09-13 19:32:02+00:00,3362,435,364494,False,2022-03-05 12:17:23+00:00,RT @isaguha: Heartbroken 💔 the best times of my life have been talking cricket with this bloke. The true rockstar of cricket. Will miss you…,,Twitter for iPhone,,False
1500083044199583745,MrSunilSattawa1,सुनिल सत्तावन,"गांव - मौहलाई तह. सिकराय, दौसा",💯% follow back,,,2021-01-16 12:38:23+00:00,1595,1913,12636,False,2022-03-05 12:17:22+00:00,"RT @souvikroy_SRT: Bollywood, Indian movie industry, current cricketers, former cricketers around the globe, legendary athletes, British le…",,Twitter for Android,,False
1500083033424097285,Amrishh8,Amrishh,,Go Easy n Simple,,,2021-05-30 15:55:20+00:00,13,138,2765,False,2022-03-05 12:17:20+00:00,RT @satishacharya: Such a cruel turn! RIP Shane Warne! #ShaneWarne https://t.co/0U9dLsugE0,['ShaneWarne'],Twitter for Android,,False
1500083032841089027,Adarsht96639522,**Adarsh*Tiwari**,"Uttar Pradesh, India","तेरी आँखों में हमे जाने क्या नजर आया
तेरी यादो का दिलपे सुरूर छाया है
अब हमने चाँदको देखना छोड़ दिया है
और तेरी तस्बीर को दिल में छुपा लिया😊
I am adarsh tiwari",,,2017-05-18 08:53:16+00:00,2980,1054,25661,False,2022-03-05 12:17:19+00:00,RT @harbhajan_singh: Well done @imjadeja brilliant 100 keep going .. ( rockstar )the name was given to him by greatest ever @ShaneWarne @BC…,,Twitter for Android,,False
1500083030773444612,arnoldlayne1882,arnoldlayne1882,,COYS #legacyfan #stillwoke #gynae get rid of the trivial tories,,,2010-05-02 23:08:48+00:00,1083,3576,36122,False,2022-03-05 12:17:19+00:00,RT @isaguha: Heartbroken 💔 the best times of my life have been talking cricket with this bloke. The true rockstar of cricket. Will miss you…,,Twitter for iPhone,,False
1500083023533936642,BiggBossBB15,Bigg Boss and 100 others,Hell ,"Follows you                                                                                   
Always Angry",,,2012-12-06 00:13:23+00:00,2764,229,7495,False,2022-03-05 12:17:17+00:00,"Who was guiding him in 'operation shred' ?
What was he following.. keto-diet, shakes, meds, lifting weights without warm up https://t.co/5waR8cXNKC",,Twitter for Android,,False
1500083017519284225,airani_13111978,Armin Irani,,Female,,,2014-08-19 13:46:57+00:00,396,1011,65623,False,2022-03-05 12:17:16+00:00,"RT @timesofindia: Foul play ruled out in shock death of #ShaneWarne

Read: https://t.co/ZgZEu1iW13 https://t.co/iw5L4ugj0b",['ShaneWarne'],Twitter Web App,,False
1500083016902742019,ur_friend_msj,M.S.J ⚓⚔🦅🇵🇰⭐⭐,Fifth Floor Serena Hotel Kabul,"Pakistan Army♥✊supporter. You shall never be able surprise us, but let me assure you, we shell surprise you, don't mess with Pakistan.Asif Ghafoor😎",,,2021-02-01 19:54:31+00:00,593,591,18973,False,2022-03-05 12:17:16+00:00,RT @adeelraja: Turned and turned and turned #ShaneWarne https://t.co/0bOWDGZLs2,['ShaneWarne'],Twitter for Android,,False
1500083014621138946,bintehawwa99,Bint-e-Hawwa,,,,,2016-10-04 04:56:22+00:00,308,933,28407,False,2022-03-05 12:17:15+00:00,"RT @jaf_hk: It iz a devastating news 😭
To me, He was the greatest ever skilful bowler in the history of cricket....Whether spinners or furi…",,Twitter Web App,,False
1500082989816225792,shub4438,Shubham Mishra,,"Sports Journalist, Hindustan Times",,,2017-03-02 13:02:47+00:00,24,187,331,False,2022-03-05 12:17:09+00:00,RT @editorji: #CricBait | #RavindraJadeja’s fitting tribute to #ShaneWarne as he puts #TeamIndia in total control vs Sri Lanka on Day 2. @c…,"['CricBait', 'RavindraJadeja', 'ShaneWarne', 'TeamIndia']",Twitter Web App,,False
1500082978608672773,SudeepK24,Sudeep Singh,,"Kattar Hindu Fan Follower Of Maharana Pratap, Shivaji Rao Maharaj and Subhash Chandra Bose (Gumnami Baba till 1985)",,,2022-02-05 20:17:29+00:00,20,306,1588,False,2022-03-05 12:17:06+00:00,"RT @hershybru: When people ask me who was the best I ever faced, there was only one name and that was SK WARNE. A man that lived life to th…",,Twitter for Android,,False
1500082977337978881,carlostown,Carl Merai,Guyana,Cliff Note Version ---- Eat-Sleep-Conquer-Repeat!,,,2009-05-08 17:34:28+00:00,248,1020,2361,False,2022-03-05 12:17:06+00:00,"RT @ivivianrichards: Unbelievable. I am shocked to the core. This can't be true...

Rest In Peace, @ShaneWarne. There are no words to descr…",,Twitter for Android,,False
1500082958862106624,smollboy_abby,Abbas Syed 🇵🇰,23 | 🇵🇰|🇨🇦,𝐏𝐌 𝐈𝐊❤️ 𝐌𝐞𝐬𝐬𝐢 𝐏𝐒𝐆💙 #PTIFamily 🇵🇰,,,2019-07-09 12:19:37+00:00,1009,195,356614,False,2022-03-05 12:17:02+00:00,RT @ShaziyaaMehmood: Can’t get over 💔 #ShaneWarne https://t.co/2tcApUuxNy,['ShaneWarne'],Twitter for Android,,False
1500082946727837698,lee_rawson12,Lee Rawson,GOLD COAST AUSTRALIA ,"25, English lad ARSENAL FC! Live on the Gold Coast, but from the U.K. snapchat- lee_rawson12 insta-lee_rawson12",,,2011-01-15 18:48:46+00:00,449,654,685,False,2022-03-05 12:16:59+00:00,"It still hasn’t sunk in yet! 💔 Shane was nothing but a hero to me! As an Englishman I had nothing but love and respect for Warnie, my thoughts are with all his friends and family. RIP legend! Gone but never forgotten @ShaneWarne ❤️🙏",,Twitter for iPhone,,False
1500082934409142280,Varsha10715694,Varsha,,"I love my India
Think positive
Be happy
Nature lover",,,2021-11-13 13:16:07+00:00,5,57,2121,False,2022-03-05 12:16:56+00:00,RT @ActorMaanas: Such a devastating loss for the world of #cricket. You'll forever be missed #ShaneWarne . My deepest condolences are with…,"['cricket', 'ShaneWarne']",Twitter for Android,,False
1500082933159596032,rumeshb,Randwick,Oman ,,,,2012-11-12 20:59:51+00:00,0,233,1284,False,2022-03-05 12:16:56+00:00,@ShaneWarne Shocking 😢😢😢😢😢 RIP mate ❤️,,Twitter for iPhone,,False
1500082930575630344,ZakiaJalil7,Zakia Jalil,,,,,2014-08-22 15:06:09+00:00,1678,1626,168216,False,2022-03-05 12:16:55+00:00,"RT @FoxCricket: 'He was magic' 🌟

Isa Guha delivers an emotional few words on Warnie 😢

📺 Watch the #ShaneWarne tribute on @Foxtel CH501 or…",['ShaneWarne'],Twitter Web App,,False
1500082923403616264,Setul,Setul,Kutch Gujarat,Road Runner! Proud Bhakt of Maa Bharti!!! Vande Matram!!! Hindu Nationalist! India First! Don't Judge by tweets or Retweets!,,,2009-10-05 10:46:17+00:00,778,2384,179980,False,2022-03-05 12:16:53+00:00,RT @harbhajan_singh: Well done @imjadeja brilliant 100 keep going .. ( rockstar )the name was given to him by greatest ever @ShaneWarne @BC…,,Twitter Web App,,False
1500082917946449922,RYarlapalli,pawan kalyan,,Jai hind,,,2021-05-19 11:26:56+00:00,51,28,40999,False,2022-03-05 12:16:52+00:00,RT @harbhajan_singh: Well done @imjadeja brilliant 100 keep going .. ( rockstar )the name was given to him by greatest ever @ShaneWarne @BC…,,Twitter for Android,,False
1500082912922062850,MrSunilSattawa1,सुनिल सत्तावन,"गांव - मौहलाई तह. सिकराय, दौसा",💯% follow back,,,2021-01-16 12:38:23+00:00,1595,1913,12636,False,2022-03-05 12:16:51+00:00,"RT @NareshKarubukta: RAVINDRA JADEJA 💥💥
Best tribute to SHANE WARNE 
#INDvSL #RIPKing #ShaneWarne https://t.co/28HI7uP0M0","['INDvSL', 'RIPKing', 'ShaneWarne']",Twitter for Android,,False
1500082909675687936,patelpathik1995,Pathik | Stay Safe 😷,Ahmedabad City 🇮🇳,🤔 A Developer?? I guess..🤨,,,2011-06-30 11:34:12+00:00,174,513,41268,False,2022-03-05 12:16:50+00:00,"RT @FoxCricket: 'He was magic' 🌟

Isa Guha delivers an emotional few words on Warnie 😢

📺 Watch the #ShaneWarne tribute on @Foxtel CH501 or…",['ShaneWarne'],Twitter for Android,,False
1500082901391917057,Vishnu5f9,Vishnusirigiri,,,,,2021-10-09 05:15:20+00:00,4,55,335,False,2022-03-05 12:16:48+00:00,@CSKFansOfficial @imjadeja @ShaneWarne Simply wow 🥺🥺,,Twitter for Android,,False
1500082886657019907,airani_13111978,Armin Irani,,Female,,,2014-08-19 13:46:57+00:00,396,1011,65623,False,2022-03-05 12:16:45+00:00,"RT @AllAbout90sLife: This battle. . . #ShaneWarne 

#AllAbout90sLife #90s https://t.co/MHxlpUML8Z","['ShaneWarne', 'AllAbout90sLife', '90s']",Twitter Web App,,False
1500082876305473538,i_am_prabesh,Prabesh gooner ✌,Bhaktapur,"If Football is a religion then Arsenal is my Temple and Özil is my god..... 
#MesutÖzil #Gooner #Arsenal #COYG #Nepal #GoalKeeper",,,2015-10-16 03:59:40+00:00,69,181,1521,False,2022-03-05 12:16:42+00:00,"RT @CricketNep: Our condolences and prayers with Shane Warne's family. May his soul rest in peace. 

#ShaneWarne #cricketfamily https://t.c…","['ShaneWarne', 'cricketfamily']",Twitter for iPhone,,False
